"","url","id","age","comments","enjoyment","education","language","gender","os","screenW","screenH","browser","botSentence","nFails","condition","totalRT","delayBlue","delayPink","delayOrange","goal","goalClean","intention1","intention2","knowledge","goalRT","goalCleanRT","intention1RT","intention2RT","knowledgeRT","causeRT","delayRT","attention1RT","attention2RT","goalOrder","goalCleanOrder","intention1Order","intention2Order","knowledgeOrder","attention1","attentionBlue","attentionPink","attentionOrange","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","min","flat","max","atomic","atomic_norm","two_conjunct","two_conjunct_norm"
"1","https://pcl-study1mod.github.io/?PROLIFIC_PID=602bcd3674645238839fa00b&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da07f201b5dae6d220bde","602bcd3674645238839fa00b",20,NA,2,0,"polish","Male","Windows",1920,1080,"Chrome","William says to Susan: It's a beautiful day, isn't it?",0,"condition 1",4.16316666666666,"10.0","5.0","0.0",9,5,9,8,9,2.78,3.609,8.105,3.893,4.197,30.076,35.969,30.421,23.191,4,2,1,3,5,2,1,1,0,1,6,1,9,1,1,5,5,0,0.238095238095238,0,0.380952380952381,0,0,0.19047619047619,0.19047619047619,1,FALSE,2.625,2.66666666666667,0.0793650793650794,3.66666666666667,0.126984126984127
"2","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ffccd13b2325f1b284dd5f6&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da0cfdc3f57f80db07707","5ffccd13b2325f1b284dd5f6",28,NA,2,2,"English","Female","Windows",1280,720,"Chrome","William says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",3.0736,"10.0","10.0","1.0",9,4,9,9,8,2.261,3.613,12.084,2.946,3.985,34.69,14.766,8.535,6.358,3,4,1,2,5,2,1,1,1,1,1,1,4,4,4,9,1,0,0,0,0.176470588235294,0.176470588235294,0.176470588235294,0.470588235294118,0,1,FALSE,2.125,1,0,4,0.176470588235294
"3","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e5d06c0b935b4000cb2a28d&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da08c16788782c898d790","5e5d06c0b935b4000cb2a28d",18,NA,2,1,"Italian and English","Male","Windows",1280,854,"Chrome","Charles says to Susan: It's a beautiful day, isn't it?",0,"condition 1",5.06796666666666,"15.0","7.0","0.0",2,1,5,7,8,9.345,6.368,5.387,4.411,19.805,62.46,52.737,10.186,9.89,4,2,5,3,1,2,1,1,0,1,1,1,8,1,1,6,5,0,0,0,0.4375,0,0,0.3125,0.25,1,FALSE,2,1,0,3.33333333333333,0.145833333333333
"4","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ea2dc80c30a77212dcb8b00&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da09dcf9ef82dd088239d","5ea2dc80c30a77212dcb8b00",55,NA,1,1,"english","Female","Windows",1280,720,"Chrome","John says to Jennifer: It's a beautiful day, isn't it?",0,"condition 1",5.30888333333333,"9.0","1.0","0.0",5,2,5,3,5,3.993,5.4,3.806,5.659,10.85,53.943,56.787,15.873,13.069,4,5,3,2,1,2,1,1,0,1,7,1,7,1,1,1,7,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,1,FALSE,2.25,3,0.111111111111111,3,0.111111111111111
"5","https://pcl-study1mod.github.io/?PROLIFIC_PID=5cd168e9f651de0015a062d2&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da11176e61fbd4d15ad83","5cd168e9f651de0015a062d2",22,NA,1,3,"Galician, Spanish","Female","Windows",1366,768,"Chrome","David says to Jennifer: It's a beautiful day, isn't it?",0,"condition 1",3.97478333333333,"40.0","1.0","1.0",4,1,4,5,4,2.846,13.809,4.656,4.196,4.142,24.75,51.88,23.661,11.066,4,1,5,3,2,2,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1,1,0,3.66666666666667,0.333333333333333
"6","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ea946ce5161e202144d743e&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da0b1009affd635a9d322","5ea946ce5161e202144d743e",20,NA,1,0,"German","Male","Windows",1920,1080,"Chrome","Thomas says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",6.02848333333333,"10.0","2.0","20.0",4,5,5,4,5,5.767,16.979,11.081,7.305,3.421,83.328,26.093,23.79,17.462,5,1,2,4,3,2,1,1,1,1,7,1,6,6,1,5,5,0,0.25,0,0.208333333333333,0.208333333333333,0,0.166666666666667,0.166666666666667,1,FALSE,3,3,0.0833333333333333,4.33333333333333,0.138888888888889
"7","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ebf053f5d40e22e580bc15b&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da0fd8fb9740a09b6baa7","5ebf053f5d40e22e580bc15b",28,NA,1,4,"Italian","Female","Linux",1366,768,"Chrome","William says to Susan: It's a beautiful day, isn't it?",1,"condition 2",4.89628333333333,"30.0","5.0","20.0",9,3,5,5,5,5.367,4.868,2.579,12.596,3.4,28.745,21.326,7.508,9.511,5,4,3,1,2,2,1,1,1,5,6,5,6,6,5,6,5,0,0.25,0,0.25,0.25,0,0.25,0,5,FALSE,1,5.33333333333333,0.0833333333333333,5.66666666666667,0.166666666666667
"8","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e0e059aac9e1656637773d1&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da163febfdbf07647f494","5e0e059aac9e1656637773d1",22,NA,1,3,"Hungarian","Male","Windows",1536,864,"Firefox","Michael says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 1",3.99701666666666,"4.0","1.0","0.0",7,1,6,6,4,3.753,4.601,27.396,5.152,5.099,38.726,19.847,22.051,13.179,3,4,1,2,5,2,0,0,0,4,8,1,8,1,1,1,1,0.176470588235294,0.411764705882353,0,0.411764705882353,0,0,0,0,1,FALSE,2.125,4.33333333333333,0.196078431372549,3.33333333333333,0.137254901960784
"9","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e8bb1446a80c60905c99673&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da105da807c8a10418a02","5e8bb1446a80c60905c99673",24,NA,2,3,"french","Hide","Windows",1920,1080,"Chrome","Michael says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",5.557,"12.0","3.0","7.0",7,1,8,5,4,6.479,8.039,9.989,15.295,8.416,43.498,37.263,13.008,18.973,2,5,1,4,3,2,1,1,1,1,8,1,7,7,1,8,8,0,0.212121212121212,0,0.181818181818182,0.181818181818182,0,0.212121212121212,0.212121212121212,1,FALSE,4.125,3.33333333333333,0.0707070707070707,5,0.121212121212121
"10","https://pcl-study1mod.github.io/?PROLIFIC_PID=5d78f933910efb0001b6425a&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da1ed5330e0e728109a06","5d78f933910efb0001b6425a",40,"I thought the yellow box did not light up at all!",1,4,"Dutch","Female","Mac",1440,900,"Chrome","Thomas says to Linda: It's a beautiful day, isn't it?",0,"condition 1",3.21795,"10.0","2.0","0.0",2,1,2,5,3,3.959,3.498,5.735,5.938,11.979,25.073,19.312,14.6,5.195,3,4,2,5,1,2,1,1,0,1,5,1,8,1,1,1,4,0,0.285714285714286,0,0.5,0,0,0,0.214285714285714,1,FALSE,1.75,2.33333333333333,0.0952380952380952,3.33333333333333,0.166666666666667
"11","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f404e83f362e4184ce7fac2&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da1b283b59fe954d01e88","5f404e83f362e4184ce7fac2",21,NA,1,3,"Spanish","Female","Windows",1280,720,"Chrome","Robert says to Jennifer: It's a beautiful day, isn't it?",0,"condition 1",4.28973333333333,"5.0","2.0","0.0",7,5,6,6,3,4.33,6.985,8.571,9.427,5.758,38.477,15.945,12.138,17.254,3,2,4,1,5,2,1,1,0,5,5,1,9,1,1,1,2,0.235294117647059,0.235294117647059,0,0.470588235294118,0,0,0,0.0588235294117647,1,FALSE,2.125,3.66666666666667,0.156862745098039,3.66666666666667,0.156862745098039
"12","https://pcl-study1mod.github.io/?PROLIFIC_PID=5e948f32ef32a32d4b3a6205&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da0c9b8f7b348cbdac33e","5e948f32ef32a32d4b3a6205",22,"Interesting experiment, did not think of that many possibilities before I was asked the questions.",1,0,"portuguese","Female","Windows",1536,864,"Chrome","Joseph says to Jessica: It's a beautiful day, isn't it?",0,"condition 2",8.40916666666666,"5.0","2.0","10.0",2,5,3,5,2,6.849,15.357,15.783,8.161,9.316,55.554,40.343,15.379,14.406,3,1,4,5,2,2,1,1,1,1,7,1,7,7,1,7,5,0,0.214285714285714,0,0.214285714285714,0.214285714285714,0,0.214285714285714,0.142857142857143,1,FALSE,3.5,3,0.0714285714285714,5,0.142857142857143
"13","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f6230d5f68038236c7ccd20&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da1e60df81c769d977175","5f6230d5f68038236c7ccd20",30,NA,1,4,"english","Female","Windows",2560,1440,"Chrome","John says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",3.98615,"7.0","3.0","0.0",3,2,2,4,3,3.905,11.203,5.294,8.831,8.976,52.559,22.725,5.822,9.59,4,1,5,2,3,2,1,1,0,2,4,1,9,1,1,1,5,0.0625,0.1875,0,0.5,0,0,0,0.25,1,FALSE,2,2.33333333333333,0.0833333333333333,3.66666666666667,0.166666666666667
"14","https://pcl-study1mod.github.io/?PROLIFIC_PID=5fd84150b15dec180944e3ed&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da21b6a8435fe6bc6efad","5fd84150b15dec180944e3ed",33,NA,1,3,"Latvian","Female","Windows",1280,720,"Chrome","Robert says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",4.1386,"15.0","4.0","10.0",8,3,8,7,8,3.551,11.854,4.456,2.056,3.239,48.252,52.086,6.984,9.822,2,1,4,5,3,2,1,1,1,1,6,1,6,6,1,7,3,0,0.217391304347826,0,0.217391304347826,0.217391304347826,0,0.260869565217391,0.0869565217391304,1,FALSE,2.875,2.66666666666667,0.072463768115942,4.33333333333333,0.144927536231884
"15","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f3ba8e8fa55250408c11c1e&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2415d682ad651df2881","5f3ba8e8fa55250408c11c1e",38,NA,1,4,"English","Female","Mac",1440,900,"Chrome","Thomas says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",3.73365,"1.0","1.0","0.0",9,1,9,9,9,3.382,4.076,8.98,2.73,4.126,29.799,31.918,14.046,6.849,3,2,1,4,5,2,1,1,0,5,5,1,9,1,1,1,1,0.25,0.25,0,0.5,0,0,0,0,1,FALSE,2,3.66666666666667,0.166666666666667,3.66666666666667,0.166666666666667
"16","https://pcl-study1mod.github.io/?PROLIFIC_PID=5a9ed3f26219a30001f54e85&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da25fe30a42ef39715863","5a9ed3f26219a30001f54e85",26,NA,1,0,"english","Male","Windows",1280,720,"Chrome","William says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",3.19198333333333,"10.0","5.0","15.0",5,1,6,5,5,8.223,3.494,4.438,4.948,4.293,34.604,19.143,7.76,9.482,1,2,3,4,5,2,1,1,1,1,8,1,7,7,1,9,2,0,0.25,0,0.214285714285714,0.214285714285714,0,0.285714285714286,0.0357142857142857,1,FALSE,3.5,3.33333333333333,0.0833333333333333,5,0.142857142857143
"17","https://pcl-study1mod.github.io/?PROLIFIC_PID=5effb373e52eda0a74ec4015&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da23206ccd8bddb104778","5effb373e52eda0a74ec4015",22,NA,1,3,"italian","Female","Mac",1440,900,"Chrome","John says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",4.34685,"5.0","2.0","2.0",3,3,3,7,5,3.23,13.35,7.618,5.087,5.238,42.151,29.547,19.139,7.174,3,1,2,5,4,2,1,1,0,1,7,1,7,1,1,1,5,0,0.375,0,0.375,0,0,0,0.25,1,FALSE,2,3,0.125,3,0.125
"18","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f4929032619994494aecc64&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da09d45d3edf81cddeee8","5f4929032619994494aecc64",21,NA,0,3,"Polish","Male","Mac",1920,1080,"Chrome","David says to Sarah: It's a beautiful day, isn't it?",0,"condition 1",4.64851666666666,"30.0","5.0","0.0",3,1,4,6,7,6.418,6.803,10.932,7.176,10.96,50.805,32.293,12.957,9.367,5,4,1,3,2,2,1,1,0,3,7,1,6,1,1,1,1,0.153846153846154,0.461538461538462,0,0.384615384615385,0,0,0,0,1,FALSE,1.625,3.66666666666667,0.205128205128205,2.66666666666667,0.128205128205128
"19","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ed951d557f9624d01cf5a10&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da22a9784be296b39cafa","5ed951d557f9624d01cf5a10",21,NA,2,0,"Portuguese","Male","Windows",1024,768,"Chrome","Thomas says to Mary: It's a beautiful day, isn't it?",0,"condition 2",4.8515,"3.0","3.0","3.0",7,4,7,6,7,2.176,44.056,7.144,15.736,9.221,40.222,18.079,12.623,14.03,4,5,2,3,1,2,1,1,1,3,4,3,7,7,6,8,8,0,0.0454545454545455,0,0.181818181818182,0.181818181818182,0.136363636363636,0.227272727272727,0.227272727272727,3,FALSE,3.66666666666667,3.33333333333333,0.0151515151515152,6.66666666666667,0.166666666666667
"20","https://pcl-study1mod.github.io/?PROLIFIC_PID=5b116068160a2e0001acb494&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da17baf765d04ac7a7fae","5b116068160a2e0001acb494",57,NA,2,3,"dutch","Female","Windows",1280,720,"Chrome","Richard says to Susan: It's a beautiful day, isn't it?",1,"condition 2",7.38121666666666,"8.0","12.0","4.0",7,5,8,7,8,6.691,11.396,10.436,14.046,24.846,94.002,40.492,30.851,26.359,5,2,3,4,1,2,1,0,1,2,2,2,2,3,3,8,4,0,0,0,0,0.1,0.1,0.6,0.2,2,FALSE,1.42857142857143,2,0,2.66666666666667,0.0666666666666667
"21","https://pcl-study1mod.github.io/?PROLIFIC_PID=5d5c34f8561efc001a1ee00c&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da28f938af4716454a139","5d5c34f8561efc001a1ee00c",21,NA,1,3,"Catalan","Other","Linux",1366,768,"Firefox","Michael says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",3.35143333333333,"15.0","2.0","0.0",3,1,7,7,7,7.451,4.846,4.714,4.167,3.848,38.064,22.912,6.217,6.693,1,2,5,3,4,2,1,1,0,6,8,1,8,1,1,1,6,0.208333333333333,0.291666666666667,0,0.291666666666667,0,0,0,0.208333333333333,1,FALSE,3,5,0.166666666666667,3.33333333333333,0.0972222222222222
"22","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f9817191e0ac10660e68c98&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da265f353be9bf77f13d7","5f9817191e0ac10660e68c98",25,NA,1,4,"Dutch","Female","Windows",1920,1080,"Chrome","Michael says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 1",4.1993,"6sec","2 sec","0.0",5,1,6,8,6,11.423,2.892,5.351,9.895,6.202,58.682,40.277,6.61,9.633,2,4,5,1,3,2,1,1,0,2,6,1,8,1,1,1,2,0.0714285714285714,0.357142857142857,0,0.5,0,0,0,0.0714285714285714,1,FALSE,1.75,3,0.142857142857143,3.33333333333333,0.166666666666667
"23","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f1e024998d3b379a6142c8d&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da259ddb36776c41acd12","5f1e024998d3b379a6142c8d",19,NA,1,0,"Hungarian","Male","Windows",1920,1080,"Chrome","Michael says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",4.59916666666666,"1.0","1.0","1.0",8,1,8,8,7,6.717,8.735,4.003,3.52,6.802,90.748,15.008,16.631,9.624,2,1,3,4,5,2,0,0,0,1,3,1,9,1,1,5,1,0,0.142857142857143,0,0.571428571428571,0,0,0.285714285714286,0,1,FALSE,1.75,1.66666666666667,0.0476190476190476,3.66666666666667,0.19047619047619
"24","https://pcl-study1mod.github.io/?PROLIFIC_PID=5eaff95ab6fdad011a14e246&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da1a7ad0bb353cd2bb200","5eaff95ab6fdad011a14e246",49,NA,1,4,"english","Female","Windows",1366,768,"Chrome","Joseph says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",7.79005,"8.0","4.0","10.0",4,4,3,8,6,7.399,6.998,12.757,17.409,9.885,158.356,31.47,20.33,40.254,5,3,4,1,2,2,1,1,1,2,9,1,4,2,2,9,1,0.0454545454545455,0.363636363636364,0,0.136363636363636,0.0454545454545455,0.0454545454545455,0.363636363636364,0,1,FALSE,2.75,4,0.136363636363636,2.66666666666667,0.0757575757575758
"25","https://pcl-study1mod.github.io/?PROLIFIC_PID=570fac2df895a7000e38cb2e&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2dbb25b4b031e2e6a80","570fac2df895a7000e38cb2e",22,NA,1,3,"English","Male","Windows",1418,798,"Chrome","Robert says to Jennifer: It's a beautiful day, isn't it?",0,"condition 1",2.93871666666666,"10.0","2.0","0.0",3,3,5,6,3,3.348,3.844,3.741,5.919,5.637,27.857,25.893,7.505,7.057,5,3,2,1,4,2,1,1,0,2,7,1,8,1,1,1,5,0.0555555555555556,0.333333333333333,0,0.388888888888889,0,0,0,0.222222222222222,1,FALSE,2.25,3.33333333333333,0.12962962962963,3.33333333333333,0.12962962962963
"26","https://pcl-study1mod.github.io/?PROLIFIC_PID=5ece32fbfe73041da9313d6b&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2ecb8f7b348cbdac34c","5ece32fbfe73041da9313d6b",30,NA,1,4,"greek","Male","Windows",1920,1080,"Chrome","Joseph says to Barbara: It's a beautiful day, isn't it?",0,"condition 2",2.71443333333333,"1.0","3.0","6.0",7,6,8,7,9,3.872,7.357,4.088,2.864,3.64,20.579,11.477,6.462,9.208,4,1,2,3,5,2,1,1,1,1,1,1,2,3,5,1,3,0,0,0,0.111111111111111,0.222222222222222,0.444444444444444,0,0.222222222222222,1,FALSE,1.125,1,0,3.33333333333333,0.259259259259259
"27","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f16d03a70f683000901d840&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da267cf38100379ec31c9","5f16d03a70f683000901d840",19,NA,1,0,"English","Female","Mac",1440,900,"Safari","Robert says to Linda: It's a beautiful day, isn't it?",0,"condition 2",4.9053,"4.0","4.0","6.0",2,1,2,4,5,9.717,5.135,10.064,39.402,11.835,46.419,22.993,13.605,16.782,3,4,5,1,2,2,1,1,1,1,1,1,1,1,1,9,1,0,0,0,0,0,0,1,0,1,FALSE,1,1,0,1,0
"28","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f0c21766708b4011c0d84c4&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da22053d30af0c8c04e45","5f0c21766708b4011c0d84c4",23,NA,2,3,"Portuguese","Male","Windows",1536,864,"Chrome","John says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",5.53515,"7.0","1.0","0.0",4,2,4,4,5,3.904,5.254,11.12,7.905,9.165,40.516,53.304,10.361,15.105,4,5,1,2,3,2,1,1,0,3,3,1,9,1,1,1,4,0.133333333333333,0.133333333333333,0,0.533333333333333,0,0,0,0.2,1,FALSE,1.875,2.33333333333333,0.0888888888888889,3.66666666666667,0.177777777777778
"29","https://pcl-study1mod.github.io/?PROLIFIC_PID=5a28738fb4a5de00011af471&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2b70ea3486f12f43150","5a28738fb4a5de00011af471",42,NA,1,4,NA,"Female","Windows",1920,1080,"Chrome","Thomas says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",3.71193333333333,"15.0","5.0","0.0",7,3,7,8,7,4.448,6.695,5.416,3.952,7.328,41.894,15.934,12.174,9.323,5,3,1,4,2,2,0,0,1,1,1,1,5,4,5,8,7,0,0,0,0.166666666666667,0.125,0.166666666666667,0.291666666666667,0.25,1,FALSE,3,1,0,4.66666666666667,0.152777777777778
"30","https://pcl-study1mod.github.io/?PROLIFIC_PID=5c9fd42c5a47af00013458f8&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da2400c30a08ce793b395","5c9fd42c5a47af00013458f8",37,NA,2,3,"Polish","Male","iPhone/iPod",375,667,"Safari","Richard says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",6.03076666666666,"20.0","5.0","0.0",5,2,7,8,2,4.866,7.35,14.414,7.431,24.339,57.473,33.614,25.513,19.93,3,5,2,4,1,2,1,1,0,1,8,1,9,1,1,1,1,0,0.466666666666667,0,0.533333333333333,0,0,0,0,1,FALSE,1.875,3.33333333333333,0.155555555555556,3.66666666666667,0.177777777777778
"31","https://pcl-study1mod.github.io/?PROLIFIC_PID=5f2f31ec3c1140325c0195be&STUDY_ID=606d9200d8d0edde519cf63b&SESSION_ID=606da31136b230ac00891d5a","5f2f31ec3c1140325c0195be",23,NA,1,0,"dutch","Male","Windows",1920,1080,"Chrome","Thomas says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",2.67796666666666,"10.0","5.0","20.0",1,1,1,7,2,4.279,2.087,1.971,1.631,5.895,35.154,15.444,6.602,4.435,3,4,5,2,1,2,1,1,1,3,8,1,7,6,6,7,7,0.0540540540540541,0.189189189189189,0,0.162162162162162,0.135135135135135,0.135135135135135,0.162162162162162,0.162162162162162,1,FALSE,4.625,4,0.0810810810810811,6.33333333333333,0.144144144144144
