"","id","age","citizenship","ethnicity","year","degree","gender","condition","totalRT","causeRT","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","attentionRT","attentionBlue","attentionPink","attentionOrange","order","event","atomic","atomic_norm","two_conjunct","two_conjunct_norm"
"97",33,23,"pr","chinese",3,4,"Female","2V3R",12.31363333,49.089,6,6,1,9,4,4,3,6,0.161290322580645,0.161290322580645,0,0.258064516129032,0.0967741935483871,0.0967741935483871,0.0645161290322581,0.161290322580645,30.425,1,1,0,1,"2",4.33333333333333,0.10752688172043,5.66666666666667,0.150537634408602
"98",34,22,"ct","chinese",1,3,"Male","3R2V",8.860066667,36.615,4,7,4,7,7,6,6,8,0.04,0.16,0.04,0.16,0.16,0.12,0.12,0.2,14.261,1,1,1,1,"3",5,0.08,6.66666666666667,0.146666666666667
"99",35,24,"ct","chinese",4,3,"Male","V3R2",10.16185,32.472,1,9,1,9,9,1,1,1,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,23.427,1,0,0,1,"V",3.66666666666667,0.111111111111111,6.33333333333333,0.222222222222222
"100",36,NA,"-1","-1",-1,-1,"Male","3R2V",12.77731667,94.545,1,5,1,5,1,1,5,5,0,0.25,0,0.25,0,0,0.25,0.25,23.274,1,1,1,1,"3",2.33333333333333,0.0833333333333333,2.33333333333333,0.0833333333333333
"101",37,20,"ct","chinese",1,6,"Female","23RV",130.1343833,46.671,2,9,2,7,7,2,2,5,0.0357142857142857,0.285714285714286,0.0357142857142857,0.214285714285714,0.214285714285714,0.0357142857142857,0.0357142857142857,0.142857142857143,11.328,0,1,0,1,"2",4.33333333333333,0.119047619047619,5.33333333333333,0.154761904761905
"102",38,21,"ct","chinese",3,3,"Female","R2V3",13.1494,65.668,1,1,1,9,7,7,7,7,0,0,0,0.25,0.1875,0.1875,0.1875,0.1875,24.622,1,1,0,1,"R",1,0,7.66666666666667,0.208333333333333
"103",39,21,"ct","chinese",3,3,"Female","3RV2",7.469633333,35.24,1,8,1,8,1,1,8,6,0,0.269230769230769,0,0.269230769230769,0,0,0.269230769230769,0.192307692307692,15.931,1,1,1,1,"3",3.33333333333333,0.0897435897435897,3.33333333333333,0.0897435897435897
"104",40,21,"ct","chinese",3,3,"Female","3RV2",7.746933333,16.522,1,1,1,1,1,1,7,5,0,0,0,0,0,0,0.6,0.4,11.046,1,1,1,1,"3",1,0,1,0
"105",41,21,"ct","chinese",3,3,"Hide","3R2V",11.37931667,26.281,1,9,1,1,7,1,9,1,0,0.363636363636364,0,0,0.272727272727273,0,0.363636363636364,0,7.778,1,1,1,1,"3",3.66666666666667,0.121212121212121,3,0.0909090909090909
"106",42,22,"ct","chinese",3,3,"Female","V3R2",11.45718333,32.332,6,8,6,9,9,3,9,6,0.104166666666667,0.145833333333333,0.104166666666667,0.166666666666667,0.166666666666667,0.0416666666666667,0.166666666666667,0.104166666666667,15.516,1,1,0,1,"V",6.66666666666667,0.118055555555556,7,0.125
"107",43,23,"ct","chinese",3,3,"Male","2V3R",9.098166667,29.893,9,1,1,9,1,7,9,3,0.25,0,0,0.25,0,0.1875,0.25,0.0625,16.778,1,0,0,1,"2",3.66666666666667,0.0833333333333333,5.66666666666667,0.145833333333333
"108",44,21,"ct","chinese",2,-1,"Female","R2V3",14.54021667,73.408,4,4,3,9,4,4,4,5,0.0769230769230769,0.0769230769230769,0,0.461538461538462,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.153846153846154,14.364,1,1,0,1,"R",3.66666666666667,0.0512820512820513,5.66666666666667,0.205128205128205
"109",45,24,"ct","chinese",3,4,"Male","3R2V",8.287983333,31.893,2,6,2,4,4,2,6,1,0.0526315789473684,0.263157894736842,0.0526315789473684,0.157894736842105,0.157894736842105,0.0526315789473684,0.263157894736842,0,15.985,1,1,1,1,"3",3.33333333333333,0.12280701754386,3.33333333333333,0.12280701754386
"110",46,23,"-1","-1",-1,6,"Female","V23R",10.60193333,52.411,1,5,1,9,9,5,9,7,0,0.105263157894737,0,0.210526315789474,0.210526315789474,0.105263157894737,0.210526315789474,0.157894736842105,23.15,1,0,1,1,"V",2.33333333333333,0.0350877192982456,7.66666666666667,0.175438596491228
"111",47,24,"ct","chinese",4,4,"Female","V3R2",11.27976667,33.345,1,8,1,6,6,1,1,1,0,0.411764705882353,0,0.294117647058824,0.294117647058824,0,0,0,16.118,1,1,0,1,"V",3.33333333333333,0.137254901960784,4.33333333333333,0.196078431372549
"112",48,33,"ct","chinese",6,6,"Male","R2V3",14.4798,27.944,3,6,3,8,5,5,4,3,0.0476190476190476,0.19047619047619,0.0476190476190476,0.285714285714286,0.142857142857143,0.142857142857143,0.0952380952380952,0.0476190476190476,28.451,1,1,0,1,"R",4,0.0952380952380952,6,0.19047619047619
"113",49,22,"nc","chinese",6,6,"Male","RV23",8.775083333,17.221,5,7,1,7,1,1,1,6,0.19047619047619,0.285714285714286,0,0.285714285714286,0,0,0,0.238095238095238,12.867,1,1,0,1,"R",4.33333333333333,0.158730158730159,3,0.0952380952380952
"114",50,22,"ct","chinese",2,3,"Male","R2V3",8.2092,20.85,5,7,1,8,1,1,1,1,0.235294117647059,0.352941176470588,0,0.411764705882353,0,0,0,0,7.758,1,1,0,1,"R",4.33333333333333,0.196078431372549,3.33333333333333,0.137254901960784
"115",51,25,"ct","chinese",3,3,"Male","2V3R",11.63346667,61.948,1,9,1,9,2,8,1,1,0,0.333333333333333,0,0.333333333333333,0.0416666666666667,0.291666666666667,0,0,15.052,1,1,0,1,"2",3.66666666666667,0.111111111111111,6.33333333333333,0.222222222222222
"116",52,21,"ct","chinese",3,3,"Female","23RV",12.80496667,25.377,1,7,5,9,6,5,9,5,0,0.153846153846154,0.102564102564103,0.205128205128205,0.128205128205128,0.102564102564103,0.205128205128205,0.102564102564103,18.06,0,1,0,1,"2",4.33333333333333,0.0854700854700855,6.66666666666667,0.145299145299145
"117",53,23,"ct","chinese",4,6,"Female","23RV",18.60568333,102.026,1,1,5,9,5,5,1,1,0,0,0.2,0.4,0.2,0.2,0,0,13.173,1,1,0,1,"2",2.33333333333333,0.0666666666666667,6.33333333333333,0.266666666666667
"118",54,28,"ct","chinese",2,4,"Female","23RV",8.231733333,28.313,5,9,1,9,1,1,1,9,0.142857142857143,0.285714285714286,0,0.285714285714286,0,0,0,0.285714285714286,14.356,0,1,0,1,"2",5,0.142857142857143,3.66666666666667,0.0952380952380952
"119",55,24,"ct","chinese",3,4,"Female","23RV",8.871633333,20.872,5,5,1,9,1,1,1,1,0.25,0.25,0,0.5,0,0,0,0,8.446,1,1,0,1,"2",3.66666666666667,0.166666666666667,3.66666666666667,0.166666666666667
"120",56,23,"ct","chinese",3,3,"Male","3R2V",139.1955,16.652,1,1,1,1,1,1,9,5,0,0,0,0,0,0,0.666666666666667,0.333333333333333,10.111,1,1,1,1,"3",1,0,1,0
"121",57,21,"ct","chinese",2,3,"Female","2V3R",18.0682,20.008,2,9,5,9,5,5,5,5,0.027027027027027,0.216216216216216,0.108108108108108,0.216216216216216,0.108108108108108,0.108108108108108,0.108108108108108,0.108108108108108,8.216,1,1,0,1,"2",5.33333333333333,0.117117117117117,6.33333333333333,0.144144144144144
"122",58,22,"ct","chinese",2,6,"Female","3R2V",6.782983333,15.207,5,9,5,6,6,5,5,5,0.105263157894737,0.210526315789474,0.105263157894737,0.131578947368421,0.131578947368421,0.105263157894737,0.105263157894737,0.105263157894737,7.48,0,1,0,1,"3",6.33333333333333,0.140350877192982,5.66666666666667,0.12280701754386
"123",59,19,"nc","other",1,3,"Female","R2V3",9.871433333,45.615,2,7,2,7,1,1,1,5,0.0555555555555556,0.333333333333333,0.0555555555555556,0.333333333333333,0,0,0,0.222222222222222,25.774,1,1,0,1,"R",3.66666666666667,0.148148148148148,3,0.111111111111111
"124",60,24,"ct","chinese",4,6,"Male","3R2V",10.08853333,42.241,1,1,5,6,6,3,7,3,0,0,0.166666666666667,0.208333333333333,0.208333333333333,0.0833333333333333,0.25,0.0833333333333333,17.291,0,1,0,1,"3",2.33333333333333,0.0555555555555556,5,0.166666666666667
"125",61,NA,"nc","chinese",4,6,"Male","V23R",23.57891667,33.881,4,8,4,9,9,3,8,6,0.0697674418604651,0.162790697674419,0.0697674418604651,0.186046511627907,0.186046511627907,0.0465116279069767,0.162790697674419,0.116279069767442,16.952,1,1,1,1,"V",5.33333333333333,0.10077519379845,7,0.13953488372093
"126",62,21,"ct","chinese",1,3,"Male","23RV",40.9505,41.807,3,9,1,9,1,1,1,1,0.111111111111111,0.444444444444444,0,0.444444444444444,0,0,0,0,15.913,1,1,0,1,"2",4.33333333333333,0.185185185185185,3.66666666666667,0.148148148148148
"127",63,21,"ct","chinese",3,3,"Female","V3R2",9.21565,41.351,5,5,5,8,8,5,7,5,0,0,0,0.375,0.375,0,0.25,0,23.703,1,1,1,1,"V",5,0,7,0.25
"128",64,23,"ct","chinese",3,3,"Male","23RV",8.565616667,33.287,7,7,1,9,1,1,1,3,0.272727272727273,0.272727272727273,0,0.363636363636364,0,0,0,0.0909090909090909,17.39,1,1,0,1,"2",5,0.181818181818182,3.66666666666667,0.121212121212121
"129",1,22,"ct","chinese",2,5,"Female","R2V3",6.322583333,7.316,9,8,9,8,9,8,9,8,0.25,0,0.25,0,0.25,0,0.25,0,3.366,1,1,1,2,"2",8.66666666666667,0.166666666666667,8.33333333333333,0.0833333333333333
"130",2,23,"ct","chinese",4,4,"Female","RV23",7.933683333,25.8,1,8,1,4,4,1,1,2,0,0.5,0,0.214285714285714,0.214285714285714,0,0,0.0714285714285714,8.257,0,1,0,2,"V",3.33333333333333,0.166666666666667,3,0.142857142857143
"131",3,NA,"ct","chinese",3,6,"Female","V23R",21.7108,18.411,1,9,1,9,1,1,1,2,0,0.470588235294118,0,0.470588235294118,0,0,0,0.0588235294117647,5.379,1,1,0,2,"2",3.66666666666667,0.156862745098039,3.66666666666667,0.156862745098039
"132",4,20,"ct","chinese",2,3,"Female","3R2V",7.259166667,14.563,1,1,1,9,1,1,1,2,0,0,0,0.888888888888889,0,0,0,0.111111111111111,6.008,1,1,0,2,"R",1,0,3.66666666666667,0.296296296296296
"133",5,22,"ct","chinese",3,3,"Female","R2V3",8.043233333,20.459,1,9,1,9,1,1,1,7,0,0.363636363636364,0,0.363636363636364,0,0,0,0.272727272727273,5.189,1,1,0,2,"2",3.66666666666667,0.121212121212121,3.66666666666667,0.121212121212121
"134",6,24,"ct","chinese",4,6,"Male","3R2V",7.813433333,17.615,1,1,1,9,1,1,5,7,0,0,0,0.444444444444444,0,0,0.222222222222222,0.333333333333333,6.898,1,1,0,2,"R",1,0,3.66666666666667,0.148148148148148
"135",7,22,"ct","chinese",1,3,"Male","3R2V",8.8744,27.532,4,7,1,8,1,1,1,2,0.176470588235294,0.352941176470588,0,0.411764705882353,0,0,0,0.0588235294117647,8.215,1,1,0,2,"R",4,0.176470588235294,3.33333333333333,0.137254901960784
"136",8,21,"ct","chinese",1,3,"Female","RV23",9.703733333,32.142,2,6,2,5,5,2,2,5,0.0476190476190476,0.238095238095238,0.0476190476190476,0.19047619047619,0.19047619047619,0.0476190476190476,0.0476190476190476,0.19047619047619,6.111,1,1,1,2,"V",3.33333333333333,0.111111111111111,4,0.142857142857143
"137",9,24,"ct","chinese",4,6,"Male","3R2V",11.59553333,26.98,1,7,1,7,1,1,1,5,0,0.375,0,0.375,0,0,0,0.25,6.869,1,1,0,2,"R",3,0.125,3,0.125
"138",10,19,"ct","chinese",1,3,"Female","3RV2",34.83503333,23.705,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,6.132,1,1,0,2,"R",1,0,3.66666666666667,0.333333333333333
"139",11,20,"ct","chinese",2,3,"Female","23RV",10.15468333,48.829,1,9,1,8,8,1,9,3,0,0.25,0,0.21875,0.21875,0,0.25,0.0625,6.456,1,1,1,2,"3",3.66666666666667,0.0833333333333333,5.66666666666667,0.145833333333333
"140",12,25,"ct","chinese",4,3,"Male","2V3R",8.49305,33.35,1,9,1,9,9,2,9,5,0,0.216216216216216,0,0.216216216216216,0.216216216216216,0.027027027027027,0.216216216216216,0.108108108108108,4.909,1,1,1,2,"V",3.66666666666667,0.0720720720720721,6.66666666666667,0.153153153153153
"141",13,24,"ct","chinese",5,6,"Female","23RV",13.88263333,35.335,1,7,1,5,5,5,9,1,0,0.230769230769231,0,0.153846153846154,0.153846153846154,0.153846153846154,0.307692307692308,0,12.774,1,1,1,2,"3",3,0.0769230769230769,5,0.153846153846154
"142",14,22,"ct","chinese",2,3,"Male","2V3R",9.295016667,13.741,9,9,9,9,9,9,5,1,0.153846153846154,0.153846153846154,0.153846153846154,0.153846153846154,0.153846153846154,0.153846153846154,0.0769230769230769,0,4.603,1,1,1,2,"V",9,0.153846153846154,9,0.153846153846154
"143",15,25,"ct","chinese",3,4,"Male","RV23",9.30505,24.46,3,6,3,8,3,3,5,1,0.0833333333333333,0.208333333333333,0.0833333333333333,0.291666666666667,0.0833333333333333,0.0833333333333333,0.166666666666667,0,9.719,1,1,0,2,"V",4,0.125,4.66666666666667,0.152777777777778
"144",16,20,"ct","chinese",1,3,"Female","RV23",7.5313,21.967,3,7,5,4,9,6,9,4,0.0512820512820513,0.153846153846154,0.102564102564103,0.0769230769230769,0.205128205128205,0.128205128205128,0.205128205128205,0.0769230769230769,5.612,0,1,1,2,"V",5,0.102564102564103,6.33333333333333,0.136752136752137
"145",17,21,"ct","chinese",3,3,"Female","RV23",9.482633333,37.334,5,7,5,9,9,5,9,6,0.0851063829787234,0.127659574468085,0.0851063829787234,0.170212765957447,0.170212765957447,0.0851063829787234,0.170212765957447,0.106382978723404,8.365,1,1,1,2,"V",5.66666666666667,0.099290780141844,7.66666666666667,0.141843971631206
"146",18,20,"ct","chinese",2,3,"Female","R2V3",12.80763333,31.664,9,3,9,6,3,9,3,1,0.228571428571429,0.0571428571428571,0.228571428571429,0.142857142857143,0.0571428571428571,0.228571428571429,0.0571428571428571,0,11.33,1,1,0,2,"2",7,0.171428571428571,6,0.142857142857143
"147",19,22,"ct","chinese",1,3,"Male","2V3R",10.45451667,40.418,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7.709,1,1,1,2,"V",3.66666666666667,0.333333333333333,1,0
"148",20,21,"ct","chinese",1,3,"Male","23RV",61.74101667,17.938,2,8,2,3,6,6,7,5,0.032258064516129,0.225806451612903,0.032258064516129,0.0645161290322581,0.161290322580645,0.161290322580645,0.193548387096774,0.129032258064516,4.111,1,1,1,2,"3",4,0.0967741935483871,5,0.129032258064516
"149",21,32,"ct","chinese",6,6,"Male","V3R2",9.870183333,42.6,1,8,1,1,7,1,7,1,0,0.368421052631579,0,0,0.315789473684211,0,0.315789473684211,0,12.269,1,1,1,2,"3",3.33333333333333,0.12280701754386,3,0.105263157894737
"150",22,20,"ct","chinese",2,3,"Female","RV23",10.512,34.418,1,8,1,9,9,2,9,2,0,0.212121212121212,0,0.242424242424242,0.242424242424242,0.0303030303030303,0.242424242424242,0.0303030303030303,7.119,1,1,1,2,"V",3.33333333333333,0.0707070707070707,6.66666666666667,0.171717171717172
"151",23,22,"ct","chinese",3,3,"Female","V3R2",12.13841667,63.233,1,5,1,5,2,2,9,1,0,0.222222222222222,0,0.222222222222222,0.0555555555555556,0.0555555555555556,0.444444444444444,0,7.18,1,1,1,2,"3",2.33333333333333,0.0740740740740741,3,0.111111111111111
"152",24,23,"ct","chinese",2,4,"Female","R2V3",8.303166667,24.358,1,1,2,9,2,2,2,2,0,0,0.0769230769230769,0.615384615384615,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,7.478,1,1,0,2,"2",1.33333333333333,0.0256410256410256,4.33333333333333,0.256410256410256
"153",25,21,"ct","chinese",2,3,"Female","R2V3",8.4293,28.348,4,7,2,7,2,2,7,5,0.1,0.25,0,0.25,0,0,0.25,0.15,10.046,1,1,0,2,"2",4.33333333333333,0.116666666666667,3.66666666666667,0.0833333333333333
"154",26,21,"ct","chinese",3,6,"Female","R2V3",10.90145,26.01,2,2,5,9,2,2,7,1,0.0454545454545455,0.0454545454545455,0.181818181818182,0.363636363636364,0.0454545454545455,0.0454545454545455,0.272727272727273,0,10.626,1,1,0,2,"2",3,0.0909090909090909,4.33333333333333,0.151515151515152
"155",27,37,"nc","indian",6,6,"Male","3R2V",9.993816667,23.895,9,9,1,9,1,1,1,6,0.275862068965517,0.275862068965517,0,0.275862068965517,0,0,0,0.172413793103448,10.467,1,1,0,2,"R",6.33333333333333,0.183908045977011,3.66666666666667,0.0919540229885057
"156",28,23,"ct","chinese",3,4,"Male","RV23",8.291133333,33.119,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6.977,1,1,1,2,"V",3.66666666666667,0.333333333333333,1,0
"157",29,22,"pr","chinese",3,3,"Female","V3R2",17.15495,47.815,1,8,1,8,8,1,8,1,0,0.25,0,0.25,0.25,0,0.25,0,4.925,1,1,1,2,"3",3.33333333333333,0.0833333333333333,5.66666666666667,0.166666666666667
"158",30,24,"ct","chinese",4,4,"Female","RV23",8.467,32.138,1,9,1,1,7,1,1,2,0,0.533333333333333,0,0,0.4,0,0,0.0666666666666667,5.839,0,1,1,2,"V",3.66666666666667,0.177777777777778,3,0.133333333333333
"159",31,20,"ct","chinese",1,3,"Female","3RV2",10.96646667,20.587,5,6,1,9,1,1,1,1,0.235294117647059,0.294117647058824,0,0.470588235294118,0,0,0,0,4.868,1,1,0,2,"R",4,0.176470588235294,3.66666666666667,0.156862745098039
"160",32,22,"ct","chinese",3,3,"Female","RV23",9.695683333,27.524,2,5,2,7,7,2,2,2,0.0476190476190476,0.19047619047619,0.0476190476190476,0.285714285714286,0.285714285714286,0.0476190476190476,0.0476190476190476,0.0476190476190476,8.321,1,1,1,2,"V",3,0.0952380952380952,5.33333333333333,0.206349206349206
"161",33,23,"pr","chinese",3,4,"Female","2V3R",12.31363333,41.653,7,9,7,9,9,4,3,8,0.125,0.166666666666667,0.125,0.166666666666667,0.166666666666667,0.0625,0.0416666666666667,0.145833333333333,6.343,1,1,1,2,"V",7.66666666666667,0.138888888888889,7.33333333333333,0.131944444444444
"162",34,22,"ct","chinese",1,3,"Male","3R2V",8.860066667,33.622,5,5,3,9,4,4,7,4,0.117647058823529,0.117647058823529,0,0.352941176470588,0.0588235294117647,0.0588235294117647,0.235294117647059,0.0588235294117647,5.174,1,1,0,2,"R",4.33333333333333,0.0784313725490196,5.66666666666667,0.156862745098039
"163",35,24,"ct","chinese",4,3,"Male","V3R2",10.16185,46.993,1,8,1,8,1,1,9,5,0,0.269230769230769,0,0.269230769230769,0,0,0.307692307692308,0.153846153846154,4.822,1,1,1,2,"3",3.33333333333333,0.0897435897435897,3.33333333333333,0.0897435897435897
